CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
"T144 Car & Truck Parts, Accessories & Kits",General Motors Corp,OnStar,OnStar : Vehicle Monitoring System,You Will Be Safe,BE SAFE OUT THERE.,,"A road is featured. M-Annc OnStar we see them."" A car accident is featured where a mother and a child are being saved by OnStar. Text: [OnStar and First Responders.] [Helping find you when others can't for over 20 years.] [AVAILABLE ON] Automobile brands like Chevrolet Buick GMC and Cadillac are featured.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22578056&mtid=1&ff=1,40974654.0,22578056,,2020-03-30,30,* NATIONAL,BIG BANG THEORY | EMPIRE | VOICE,2020-03-02,5,314944.0
V314 Jewelry Stores,Signet Group Plc,Jared The Galleria Of Jewelry,Jared The Galleria Of Jewelry : Jewelry Store,Price Match Gurantee,,,"Tag is featured. M-Annc Take the leave without price match gurantee.""""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22510019&mtid=1&ff=1,40824158.0,22510019,Price Match=Y|,2020-03-23,15,* NATIONAL,BIG BANG THEORY | THIS IS US | VOICE,2020-02-17,9,313484.0
D223 Bath Toiletries & Powders,Procter & Gamble Co,Olay,Olay Body Ultra Moisture : Body Wash,K.Palmer: Visibly Healthy Skin,,,"Keke Palmer is featured. K.Palmer Having dry skin is a struggle."" K.Palmer states turns up her body wash the problem. She states with the Olay Ultra Moisture body wash her skin went from dry & dull to visibly healthy in just 14 days. She states better skin for body wash you better believe in Olay Body.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22458932&mtid=1&ff=1,40728594.0,22458932,Celebrity=Y|Spokesperson=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | THIS IS US,2020-02-03,21,312479.0
D617 Medical Appliances & Equipment NEC,Exact Sciences Corp,Cologuard,Cologuard : Colorectal Cancer Screening Test,Most Insured Patients Pay $0 67,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22510125&mtid=1&ff=1,40824691.0,22510125,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,VOICE,2020-02-17,2,311600.0
F422 Fruit-Flavored Drinks & Drink Mixes,Coca-Cola Co,Simply,Simply Smoothie : RTS Fruit Smoothies,No Chopping No Blending,Honestly Simple,,"A hand is featured holding a bottle of Simply Smoothie pouring into a glass against trees. M-Annc Simply Smoothies."" He states 100% real fruit smoothies. No chopping no blending no cleaning. Just pouring.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22288188&mtid=1&ff=1,40398856.0,22288188,,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-06,47,309210.0
B532 Computer Software (Excl Games & Educ),Intuit Inc,Intuit,Intuit TurboTax : Online,All People Are Tax People 53,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22286742&mtid=1&ff=1,40395678.0,22286742,Non-Attributed Creative=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-06,21,305392.0
B225 Internet Service Providers (ISP),Comcast Corp,XFinity,XFinity : ISP,Get Peace of Mind Security,the future of awesome,,Music & Text Only-No Words Spoken. A tunnel is featured. Text: [Speed.] [Everyone's] [obsessed] [with] [it.] [But Internet should be] [more] [than] [just] [fast.] [That's] [why] [Xfinity xFi] [gives you] [peace-of-mind security] [wall-to-wall coverage] [all under your control.] [Can your Internet do that?] [Simple. Easy. Awesome.],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22422251&mtid=1&ff=1,40660957.0,22422251,,2020-03-30,30,* NATIONAL,VOICE,2020-02-03,2,305100.0
F611 Regular Beer & Ale,Constellation Brands Inc,Modelo,Modelo Especial Imported Beer & Modelo Negra Imported Beer : Combo,A. Nunes's Story 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22618218&mtid=1&ff=1,41057183.0,22618218,Non-Attributed Creative=Y|,2020-05-18,30,* NATIONAL,BIG BANG THEORY,2020-03-09,19,296616.0
D281 Electric & Battery Operated Toothbrushes,Procter & Gamble Co,Oral-B,Oral-B : Electric Toothbrush,Remove More Plaque around the Gum Line,Brush like a Pro.,,"A woman is featured. Woman When I get my teeth clean my hygienist doesn't use something like this."" She states she cleans with something like this. M-Annc mentions go pro with Oral B. Power when on for Oral B's death clean ever. Inspired by dentist Oral B is round brush head surrounds each tooth to remove more plaque around the gum line for clearer teeth and healthy gums.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22395490&mtid=1&ff=1,40603890.0,22395490,,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-27,9,292896.0
B512 Notebook/Laptop Computers,Dell Technologies Inc,Dell,Dell XPS 13 : Laptop Computer,Treat Everything Important,,,"Laptop parts are featured being suspended. M-Annc It's interesting what happens when you treat every little piece of a thing like it's everything."" Text:[XPS] [THE NEW XPS 13] DELL.COM/XPS""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22427988&mtid=1&ff=1,40672639.0,22427988,New Product=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-03,47,290652.0
D567 Prescription Medications NEC,AbbVie Inc,AbbVie,Mavyret : Hepatitis C Rx,Pay As Little As $5 Per Month,,,"A man is featured. M-Annc With my Hepatitis C I felt I couldn't be at best for my family."" He states that with only 8 weeks at Mevyret he was cured and left those doubts behind. Different people are stating their experiences with Meyvret. M-Annc states that Meyvret is the only 8 week cure for all common types of Hep C. Before starting Meyvret their doctor will test for hepatitis C which may flare up and can cause serious liver problem during and after treatment. People should tell the doctor if they have Hepatitis B or kidney or liver transplant other liver problems HIV 1 or other medical conditions and all other medicines which has been taken as supplements. common side effects such as headache and tiredness. Text:[Pay as little as $5 per month]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22470095&mtid=1&ff=1,40753015.0,22470095,Price Point=Y|,2020-05-04,60,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-02-10,13,290050.0
D118 Skin Care Products NEC,Kao Corp,Jergens,Jergens Natural Glow : Various Moisturizers,"L. Mann: No Tan Lines/Packaging, Text Color",Let your beautiful shine,Now features different packages of product with pink color tag line. Layout and color of Text: [no tan lines] have been changed. Background color has been changed to yellow.,"Leslie Mann and her daughter are featured along with logo. Leslie Mann Wanna know a secret?"" She states that she doesn't have any tan lines. Her daughter states she hopes it's because her mom used Natural Glow and not a nude beach. F-Annc states to get flawless natural looking color and no tan lines.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22691082&mtid=1&ff=1,41204319.0,22691082,Celebrity=Y|Spokesperson=Y|,2020-05-18,15,* NATIONAL,VOICE,2020-03-09,4,287300.0
V159 Misc Services: Comb Copy & NEC,Amazon.com Inc,Amazon,Amazon Prime : Online,Easy Fun with Service,,,"A scene where a matchstick is being lighted is featured. Man Come on this will be fun."" Scenes from various original Amazon shows like Tom Clancy's Jack Ryan Modern Love and more are featured. Text: [AMAZON ORIGINALS] [ONLY ON] [Included with prime]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22291061&mtid=1&ff=1,40404184.0,22291061,,2020-03-30,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-01-06,10,282420.0
D112 Body Skin Care,Kao Corp,Jergens,Jergens : Body Moisturizer : Lotion,L. Mann: Keeping Your Skin Hydrated,Let your beautiful shine,Now F-Annc notes to try energizing citrus body butter.,"Leslie Mann is featured along with another woman in front of a laptop inside a room along with the tag. L. Mann Still tracing our family roots?"" She states that Jergens Original Cherry Almond lotion keeps your skin hydrated. Woman mentions she loves it. F-Annc notes to try Jergens Calming Lavender Body Butter.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22644359&mtid=1&ff=1,41122864.0,22644359,Celebrity=Y|Spokesperson=Y|,2020-03-30,15,* NATIONAL,THIS IS US | VOICE,2020-03-09,3,274700.0
F711 Bourbon Whiskey,Suntory Holdings Ltd,Jim Beam,Jim Beam : Bourbon Whiskey,Innovating Everyday,,,"A Glass of wine is featured. M-AnncTwo Hundred twenty five Years you think you look to our past."" M-Annc states nope we are looking to our future. We are innovating every day. Today's Jim Beam. 225 Years to come.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22363929&mtid=1&ff=1,40540894.0,22363929,,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-20,40,272975.0
"T118 Light Trucks, Asian Factory: Sls&Lsg",Nissan Motor Co Ltd,Infiniti,Infiniti QX50 Leasing : Asian Crossover Utility Vehicle,Experience the Most Luxirious,EMPOWER THE DRIVE,,"Tag of Infiniti is featured against the background of a mountain range with three skiers. F-Annc The twenty twenty Infiniti QX50."" Text: [LUXURY SHOULD BE LIVED IN] She mentions to lease the 2020 Infinity QX50 for $399 a month at your local Infiniti retailer.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22394647&mtid=1&ff=1,40602409.0,22394647,Price Point=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY,2020-01-27,17,270479.0
B532 Computer Software (Excl Games & Educ),Intuit Inc,Intuit,Intuit TurboTax Free Edition : Software,Free Edition 26,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22510066&mtid=1&ff=1,40824154.0,22510066,Non-Attributed Creative=Y|,2020-04-06,15,* NATIONAL,BIG BANG THEORY | EMPIRE | THIS IS US | VOICE,2020-02-17,9,269749.0
D521 Cold & Sinus Remedies,Sanofi,Allegra,Allegra-D : Allergy & Congestion Remedy,Powerful Decongestant Medicine,LIVE YOUR LIFE NOT YOUR  ALLERGIES,,"Two women are featured along with text. F-Annc Yes the first word to any adventure."" She states that but when allergy and congestion strike take Allegra-D a non drowsy antihistamine plus a powerful decongestant so you can always say yes to putting your true colors and yes to Allegra-D.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22478439&mtid=1&ff=1,40768827.0,22478439,,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-10,12,269685.0
D272 Childrens Diapers & Training Pants,Kimberly-Clark Corp,Pull-Ups,Pull-Ups : Disposable Pants,"Pants for Big Kid/Text, Legalese",,Few Scene have been changed. Layout of the text has been changed. Product Packaging has been changed. Legalese has been changed. Now Text: [UNDERWEAR] [WITH OUTSTANDING PROTECTION] is featured.,Music & Text Only-No Words Spoken. A little girl is displayed pulling up her diapers. Text: [BIG KID] [BABY BOTTLES] [SIPPY] [CUPS] [FRESH] [PULL-UPS] [1] [2] [FITS LIKE] [UNDERWEAR] [WITH SUPERIOR PROTECTION],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22577346&mtid=1&ff=1,40973993.0,22577346,,2020-05-11,15,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY | VOICE,2020-03-02,41,268839.0
F441 Regular Carbonated Soft Drinks,Pepsico Inc,Mountain Dew,Mountain Dew : Soft Drink,Beautiful,,,"A man is featured. Man....."" Man states Beautiful.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22364091&mtid=1&ff=1,40539917.0,22364091,,2020-04-13,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-20,54,254322.0
B422 Automobile Insurance,Liberty Mutual Insurance Co,Liberty Mutual,Liberty Mutual : Auto Insurance,Customize Your Car Insurance,,,"A woman drawing a picture is featured along with the tag. Woman I like Liberty Mutual."" She states customize your car insurance only pay for what you need. M-Annc mentions only pay what you need. 1-800-4-Liberty. libertymutual.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22324540&mtid=1&ff=1,40469132.0,22324540,,2020-04-13,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-01-13,9,253820.0
D141 Foundation,JAB Holding Co,Cover Girl,Cover Girl Clean Fresh Skin Milk : Foundation : Liquid,"Easy Breezy Cover Girl/ Retailer, Audio",,A different color logo of Vegan Foundation is featured now. Now featured retailer is Rite Aid. Now F-Annc does not mention about Formaldehyde's anymore.,"Lili Reinhart along with text is featured. F-Annc New Covergirl clean fresh skin milk of vegan foundation."" She states formulated without phthalates parabens sulfates & talc. She states giving her a healthy natural look. She states clean fresh skin milk from easy breezy beautiful cover girl. Text: [INFUSED WITH] [COCONUT MILK] [& ALOE EXTRACT] [""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22426553&mtid=1&ff=1,40668086.0,22426553,Co-Op=Y|New Product=Y|,2020-03-23,15,* NATIONAL,EMPIRE | MODERN FAMILY | THIS IS US,2020-02-03,7,252238.0
D567 Prescription Medications NEC,Boehringer Ingelheim Gmbh,Boehringer Ingelheim,Jardiance : Diabetes Rx,manage Your Diabetes,,,"Tag is featured along with the text against a green background. M-Annc Managing Type 2 diabetes?"" He states you may eat right and get the steps which is right for you. You must meet everything on time to meet Type 2 diabetes and heart disease but it is the treatment that you must check to lower heart problems. Jardiance can reduce the cardiovascular death for adults and also for those who have other heart disease. It could help your life from a heart attack or stroke and it lowers A1C of diabetes. F-Annc states that Jardiance can cause serious side effects like dehydration genital and urinal tract infection and sudden kidney problems. Ketoacidosis and serious side effects may be fatal like certain life threatening bacterial infection and inter perennial could occur. Stop taking Jardiance and call your doctor if you have symptoms like these bacterial infections. You are requested not to take Jardiance if you are under dialysis or have severe kidney problem. Taking Jardiance instead of insulin can reduce your blood sugar. Ask your doctor about Jardiance. Text: [(empagliflozin) tablets] JARDIANCE.COM 1-800-YOU-ONIT""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22442837&mtid=1&ff=1,40696031.0,22442837,,2020-04-06,60,* NATIONAL,VOICE,2020-02-05,1,248500.0
B429 Insurance: Comb Copy & NEC,Allstate Corp,Allstate,Allstate : Various Insurance,D.Haysbert:Bundle More Save More,,,"Three people are feature watching basketball in a TV. M-Annc Five seconds left."" Denis Haysbert is featured and he states that people can save 25% when they bundle insurance from ALLstate. People can save more when they bundle more. Allstate.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22623723&mtid=1&ff=1,41072128.0,22623723,Celebrity=Y|Spokesperson=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | THIS IS US,2020-03-09,6,246928.0
H423 Bleach & Fabric Softeners,Procter & Gamble Co,Downy,Downy WrinkleGuard : Fabric Softener Liquid,"Get the Wrinkle Guard/Three Products, Tag, Legalese",,Now the three products are featured. Red color tag is featured. Legalese is featured.,"A woman is featured. Man What's going on?"" M-Annc states people that wrinkles sends wrong message. He states people to use Downey wrinkle guard.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22455781&mtid=1&ff=1,40719860.0,22455781,,2020-05-18,30,* NATIONAL,MODERN FAMILY | VOICE,2020-02-07,7,240819.0
"B451 Real Estate Agents, Agencies & Brokers",National Assn Of Realtors,National Assn Of Realtors,National Assn Of Realtors : Real Estate Services,Look for the Trust,THAT'S WHO WE R,,"Two people and an agent is featured. M-Annc A  Realtors expertise provides a ready network of recommended referrals you can rest assured you've got the right team to close."" She mentions that not all agents are Realtors for a trusted resource look for the R.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22469757&mtid=1&ff=1,40746394.0,22469757,,2020-05-04,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-10,13,240585.0
D512 Sedatives & Sleep Products,Procter & Gamble Co,Zzzquil,Zzzquil Pure Zzzs : Sleep Aid Gummies,Get Superior Sleep,NATURALLY SUPERIOR SLEEP,,"A Flower is featured. M-Annc Sleep this amazing"" He states that Zzzquil pure Zzzs their liquid has a unique botanical  blend with no next day grogginess ZzzQuil naturally superior sleep.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22510369&mtid=1&ff=1,40825777.0,22510369,,2020-05-04,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-17,8,237437.0
"B670 Internet Commun,Cntnt Prvdrs,Prtls,Engns",Facebook Inc,Facebook,Facebook : Online,Brings Us Together 844,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22501911&mtid=1&ff=1,40807371.0,22501911,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-23,5,231419.0
V354 Pet Stores & Services,PetSmart Inc,PetSmart,PetSmart Center : Pet Store,Book Appointment Online,,,"A woman is featured in a kitchen and a dog is featured sitting on the couch. Woman Remind me to call PetSmart for Elsie's appointment.""  Her daughter books the appointment online. M-Annc states that it is that easy to book the appointment by downloading the app. Test:[book online at] petsmart.com/grooming""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22289390&mtid=1&ff=1,40401795.0,22289390,Direct Response=Y|Mobile Apps=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-01-06,15,224680.0
D111 Facial Skin Care,Procter & Gamble Co,Olay,Olay Regenerist Micro-Sculpting Anti-Aging Facial Moisturizer Cream & Olay Regenerist Retinol 24 : Combo,Providing Best Results/25% off,,Now F-Annc states receive 25% off your purchase at olay.com. Product now featured different.,"Tag of Brand Power is featured. Woman Think you need to buy expensive skin care products to see dramatic results."" She states people to try Olay Skin Care. It provides 5 times more hydration which plumps your skin and helps in clearing up of wrinkles while New Olay Retinol provides visibly smoother brighter skin. She adds for complete skin care routine with the Olay Eye Collection BRANDPOWER.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22338351&mtid=1&ff=1,40498208.0,22338351,Comparative=Y|Sale=Y|New Product=Y|,2020-04-13,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-01-15,8,211353.0
B429 Insurance: Comb Copy & NEC,State Farm Mutual Auto Ins Co,State Farm,State Farm : Mobile App,Get Safe and Save More,Like a good neighbour Sate Farm is there.,,"The tag is featured. Man And we upgraded this with the sonic shield."" Jake mentions with the drive safe and save app you also get rewarded for a safe a driver. Text: [State Farm is there] is fetured.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22577919&mtid=1&ff=1,40978152.0,22577919,,2020-05-04,15,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-03-02,24,210019.0
H423 Bleach & Fabric Softeners,Procter & Gamble Co,Downy,Downy WrinkleGuard : Fabric Softener Liquid,No Title Assigned - #22456041,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22456041&mtid=1&ff=1,40720315.0,22456041,Non-Attributed Creative=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-07,15,205397.0
D211 Toothpaste & Whiteners,Colgate-Palmolive Co,Colgate,Colgate Optic White Renewal : Whitening Toothpaste,Remove Yellow Stains,,,"A woman's hand placing the product on the surface is featured. F-Annc New Colgate Optic White Renewal removes ten years of yellow stains.""  she again states remove ten years of yellow stains with the new Colgate Optic White Renewal.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22469780&mtid=1&ff=1,40750218.0,22469780,New Product=Y|,2020-04-27,15,* NATIONAL,EMPIRE | MODERN FAMILY | VOICE,2020-02-10,15,198266.0
F412 Tea,Pepsico Inc/Unilever,Pure Leaf,Pure Leaf : RTS Iced Tea,Caffin Less Tea for Better Life,NO IS BEAUTIFUL,,"A glass is being filled with Pure Leaf is featured. F-Annc At Pure Leaf saying no is the most important ingredient in making herbal iced tea."" She states that by selecting the finest botanicals they say no caffin no stress. There is no better way to relax after a long day of anything. finding the  in their real brewed iced tea they says no to artificial flavors and sweeteners which means no settling. Text: [NEW] [FLAVORS]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22615395&mtid=1&ff=1,41052233.0,22615395,New Product=Y|,2020-03-23,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-09,9,195732.0
"D562 Prescription Heart, Blood Pressure & Cholesterol Medications",Novartis AG,Novartis,Entresto : Heart Failure Rx,Improve Heart Ability,,,"A pink colored heart is featured along with the tag. M-Annc Where can a healthier heart lead you."" He states for people with heart failure taking Entresto it may lead to a world of possibilities. Entresto helps improve your heart's ability the pump blood to the body. Don't take Entresto with pregnancy because hormone dead of unborn baby. Don't take Entresto with aliskiren or within 36 hours of taking an ACE inhibitor. The most serious side effect Angiodema low blood pressure kidney problem and high blood potassium. Ask your doctor about Entresto. Text: [ENTRESTO is a prescription medicine for adults] with long - lasting (chronic) heart failure] [Pay as little as $10 co-pay] ENTRESTO.COM 1-888-ENTRESTO Entresto.com/cost""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22468768&mtid=1&ff=1,40744962.0,22468768,Price Point=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-02-10,4,195404.0
B429 Insurance: Comb Copy & NEC,State Farm Mutual Auto Ins Co,State Farm,State Farm : Mobile App,Drive Safe And Get Discount,Like a good neighbor. State Farm is there.,,Music & Text Only-No Words Spoken. Tag is featured against a red background. Text: [Like a good neighbor. State Farm is there.],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22598123&mtid=1&ff=1,41015559.0,22598123,,2020-03-23,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-01,16,192365.0
D563 Prescription Allergy & Respiratory Disorder Medications,Alcon Inc,Alcon,Pataday : Allergy Rx,Just One Drop Right Away,,,"An eye of a person is featured. M-Annc You may not see them but your itchy eyes know they are out there."" He states that thousands of allergens in each cubic yard of air no wonder you will be rubbing hundreds of times a day. But now relief is just one drop away. Introducing Pataday full prescription strength Pataday works right in your eyes. Right in the self that makes them itch. Fast just one drop once a day means relief that lasts all day. So turn your day into a Pataday. Now get Pataday without a prescription. Everywhere. Pataday.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22614678&mtid=1&ff=1,41050730.0,22614678,New Product=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-09,16,189149.0
V129 Business Services NEC,Paycom,Paycom,Paycom HR : Business Services,Enroll In Benefits 8,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22232303&mtid=1&ff=1,40292311.0,22232303,Non-Attributed Creative=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-02-26,12,188383.0
"B242 Satellite Providers, Systems & Services",Dish Network Corp,Dish Network,Dish Network : Satellite System,Record All Your Favorite Shows,Tuned In To You.,,"A woman is featured. Woman So its Dish you get the Hopper."" It is TV's most powerful DVR. It holds up to 2000 hours. Record all your favorite shows. She states whatever your passion and record up to 2000 hours of you favorite series and shows. 1-800-CALL-DISH DISH.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22378062&mtid=1&ff=1,40565956.0,22378062,,2020-04-13,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-23,16,187478.0
D521 Cold & Sinus Remedies,Sanofi,Xyzal,Xyzal : Allergy Remedy Tablets,Allergies Ruining your Sleep,be wise all take XYZAL ....AT NIGHT,,"Mascot is featured on the bed. Mascot It's a familiar story allergies ruining your sleep and next day too."" Mascot states that taking Xyzal at night will release allergies while you sleep so you wake refreshed plus faster it works faster then Claritin and on first dose provides the same relief as Zyrtec nearly same the size.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22469115&mtid=1&ff=1,40753435.0,22469115,Animated=Y|Comparative=Y|Mascot=Y|,2020-05-04,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-10,13,187249.0
F611 Regular Beer & Ale,Constellation Brands Inc,Modelo,Modelo Especial : Imported Beer,A. Paak's Story,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22617213&mtid=1&ff=1,41055527.0,22617213,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY,2020-03-09,12,184176.0
H422 Heavy Duty Laundry Detergents,Procter & Gamble Co,Tide,Tide Power Pods Heavy Duty : Laundry Detergent Packs,50% More Cleaning Power,It's got to be,,"Packs of Laundry Detergent are featured. M-Annc ...one of the cleaning power of liquid."" He introduces new Tide Power Pods. One of the toughest stains with 50% more cleaning power than liquid detergent.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22425584&mtid=1&ff=1,40665650.0,22425584,New Product=Y|,2020-05-18,15,* NATIONAL,MODERN FAMILY | VOICE,2020-02-02,16,182088.0
D111 Facial Skin Care,Johnson & Johnson,Neutrogena,Neutrogena Hydro Boost : Facial Moisturizer : Water Gel,K.Washington: Never Run out of Hydrated Skin,,,"Neutrogena Hydro Boost is featured. K.Washington Never run dry of killer attitude good moves or hydration."" She states Neutrogena Hydro Boost #1 hyaluronic acid moisturizer delivers 2 times the hydration for supple bouncy skin.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22574056&mtid=1&ff=1,40965442.0,22574056,Celebrity=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-02,7,180261.0
G511 Elec & Video Games & Sftwr (Excl PC&Net),Nintendo Co Ltd,Nintendo,Nintendo Switch Video Game System & Nintendo Switch Lite Video Game System : Combo,It's Our Way to Play,,,"Tag of Nintendo Switch is featured. Woman So cute."" She mentions it's their way to play. Game rated E for everyone. Text: [Nintendo Switch] [Nintendo Switch Lite] [$299.99] [$199.99]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22462528&mtid=1&ff=1,40732471.0,22462528,Price Point=Y|,2020-03-30,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-05,3,179843.0
B422 Automobile Insurance,Progressive Corp,Progressive,Progressive : Auto Insurance,Save a Lot More,,,"A boy is featured holding a board. Man There he is."" He praises the boy about what he is doing. Switch to progressive and you can save hundreds. PROGRESSIVE.COM  1-800-PROGRESSIVE""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22283217&mtid=1&ff=1,40388807.0,22283217,,2020-05-04,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-01-04,13,177657.0
V345 Food Stores & Supermarkets (Chain),Amazon.com Inc,Whole Foods Market,Whole Foods Market : Food Store (Chain),Everything Organic Everything Healthy,Thats what makes us whole.,,"A food store is featured along with logo. M-Annc The best ingredients are easy to explain."" He states that like food that's grown from soil and rain... and egg yolks have nothings to hide. Unlike a-zo-di-car-bon-a-mide. How to main is organic remain each grain chunky or plain fuel for the brain absolutely anything but Monday they only sell food they know you adore so Icky products are band from their store.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22509436&mtid=1&ff=1,40821001.0,22509436,Animated=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-17,16,177202.0
