CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
B213 Wireless Home/Business Phone Equip & Sys,Samsung Group,Samsung,Samsung Galaxy S20 Ultra : Wireless Phones,Next Generations Photography/Available Now,,Now different phones are featured at 00.15 sec mark. Text: [Galaxy S20 Series] [Available now] is featured. Legalese has changed.,Music & Text Only-No Words Spoken. The Samsung Galaxy S20 phone is featured along with text. Text: [Introducing] [Galaxy S20 Ultra 5G] [The revolutionary] [8K Video Snap] [With 100X] [Space Zoom 100.0x] [And 5G to] [share it all] [Galaxy S20 Ultra 5G] [Learn more at] samsung.com,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22698446&mtid=1&ff=1,41217630.0,22698446,Phone: Android/Droid=Y|New Product=Y|Service 5G=Y|,2020-03-23,20,* NATIONAL,BIG BANG THEORY,2020-03-26,2,30696.0
B660 Motion Pictures,AT&T Inc,Warner Bros Pictures,Impractical Jokers The Movie : Movie,Going Crazy after Watching the Movie,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22707940&mtid=1&ff=1,41233816.0,22707940,,2020-03-30,30,* NATIONAL,BIG BANG THEORY,2020-03-30,2,30696.0
F221 Cold Cereals,General Mills Inc,General Mills,Lucky Charms : Cereal,"Marshmellows Come to Life/Audio, Scene",,Scene has changed at 00:12 seconds mark. Now boy mentions seriously.,"Lucky the Leprechaun mascot is featured along with two kids within an animated frame. Girl Give up the Charms Lucky."" Lucky states starts and horseshoes. Lucky the Leprechaun is stuck between two hungry kids with nowhere to go when his magical charm marshmallows save the day. With a little rhyme the marshmallows come to life and turn the bridge into a rainbow that Lucky uses to escape. Lucky Charms invites you to pick up a special box of the breakfast cereal featuring the Trolls. M-Annc states to watch Trolls World Tour only in theaters.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22784271&mtid=1&ff=1,41409556.0,22784271,Animated=Y|Mascot=Y|Movie Tie-In: Theatrical Release=Y|,2020-05-04,15,* NATIONAL,MODERN FAMILY,2020-04-20,8,30586.0
G321 Quick Serve Restaurants,Yum Brands Inc,Taco Bell Restaurant,Taco Bell Triplelupa : Specialty Mexican Product,Time to Reinvent Yourself,,,"A man is featured in a Tik Tok video. Man Taco Bell reinvented the Chalupa so why can't I reinvent myself."" M-Annc states the Chalupa deliciously reinvented.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22650589&mtid=1&ff=1,41120845.0,22650589,New Product=Y|,2020-03-16,15,* NATIONAL,MODERN FAMILY,2020-03-15,7,30436.0
B649 Television & Cable TV: Comb Copy & NEC,Walt Disney Co,Disney,Disney Plus-Frozen 2 : OTT Streaming,Program Overview 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22672433&mtid=1&ff=1,41163670.0,22672433,Non-Attributed Creative=Y|,2020-03-16,15,* NATIONAL,MODERN FAMILY,2020-03-18,1,30400.0
D543 Nutritional Supplements,Abbott Lab,Ensure,Ensure : Nutritional Supplements,"Feel ...Flavours/ Three Products, Text Position",ALWAYS BE YOU,Last slide has change. Now three products are feature along with tag. Position of few text has been changed.,"Ensure Original Nutritional Supplement product is featured along with other items in a fridge. Mascot Okey everyone our mission is to provide complete balanced nutrition for strength and energy.""  F-Annc states the complete balanced nutrition Ensure with 9 grams of protein and 26 vitamins and minerals. Text: [7 FLAVOURS]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22707207&mtid=1&ff=1,41232341.0,22707207,,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-30,5,30265.0
"B260 Communications Companies, Corporate",Verizon Communications Inc,Verizon,Verizon Communications : Corporate Promotion,Build Better Network,,,"Inside view of the factory is featured. M-Annc Tell me what did Verizon build their network for?"" He states People and when people is every day in charged. That's why networks shows what it is made of. Verizon customers are making average of over six hundred million calls and build eight million text a day everyday. This is the solution verizon is adding to keep them connecting with the customers and when people are depending on those connection what you do whatever takes. Text: [America's most reliable network]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22838357&mtid=1&ff=1,41524989.0,22838357,Corporate Image=Y|COVID19 Related=Y|,2020-05-04,30,* NATIONAL,MODERN FAMILY | VOICE,2020-05-01,8,29763.0
G321 Quick Serve Restaurants,Yum Brands Inc,Taco Bell Restaurant,Taco Bell Chalupa Box : Value Meal,Get Food at Drive Thru,,,"A woman is featured with a food box. M-Annc If you're feeling boxed in it might as well be with your Taco Bell favorites."" He states get a Chalupa Supreme and all this love for only $5. Get a $5 Chalupa box without leaving your car from their drive through. Text: [DELIVERY &] [DRIVE-THRU] [OPEN]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22723490&mtid=1&ff=1,41279712.0,22723490,Price Point=Y|COVID19 Related=Y|,2020-04-13,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-01,6,29532.0
G321 Quick Serve Restaurants,Yum Brands Inc,Taco Bell Restaurant,Taco Bell Restaurant : General Promotion - QSR,Time to Get Through,,,"Logo is featured. M-Annc We're all getting used to new routines."" He states theirs is giving out your choice of free Doritos Locos Tacos. He mentions to visit on Tuesday April 28th. Let their drive through help you get through.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22817263&mtid=1&ff=1,41479672.0,22817263,COVID19 Related=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-26,6,29532.0
V376 Home Centers & Hardware Stores,Lowes Cos Inc,Lowes,Lowes Building Supply Store : Corporate Promotion,Bring A New Color,START WITH LOWE'S,,"A man is featured placing a Lowe's bucket. M-Annc Getting outside feels really good."" He states that more now than ever before it's spring the season they plant they garden it. they grow things and bring new color to their outdoor space. He states that they are here to help you make your home the best it could be.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702016&mtid=1&ff=1,41222488.0,22702016,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-27,8,29283.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,Metro By T-Mobile,Metro By T-Mobile : Pre-Paid Wireless Service,Get Unlimited Data,,,"Tag is featured. F-Annc At Metro we know unlimited data is more important than ever."" She states they are giving you their lowest price on unlimited. She states it's two lines for $40 each.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22777209&mtid=1&ff=1,41392588.0,22777209,Price Point=Y|COVID19 Related=Y|,2020-04-20,15,* NATIONAL,MODERN FAMILY,2020-04-15,8,29234.0
B913 Employment Agencies,Recruit Holdings Co Ltd,Indeed,Indeed Employment Services : Online,Supporting the Front Line,Here to help.,,Music & Text Only-No Words Spoken. Text is featured. Text; [To those working double shifts.] [To those putting their own at risk.] [To those supporting the front line.] [Thank you.],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706768&mtid=1&ff=1,41232373.0,22706768,COVID19 Related=Y|,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-03-30,10,29110.0
F611 Regular Beer & Ale,Constellation Brands Inc,Pacifico,Pacifico Clara : Imported Beer,Live Life With Anchors Up 59,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22751578&mtid=1&ff=1,41340433.0,22751578,Non-Attributed Creative=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY,2020-04-09,4,28956.0
"T143 Car Cleaners, Waxes & Polishes",Spectrum Brands Inc,Armor All,Armor All Extreme Shield Protectant : Car Cleaner,Protect Your Car,MINIMUM EFFORT. MAXIMUM PROTECTION.,,"Hands is featured spraying Armor All to a napkin. M-Annc With Armor All a little bit of this protects you from a lot of that.""""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22794628&mtid=1&ff=1,41432743.0,22794628,,2020-05-25,15,* NATIONAL,BIG BANG THEORY,2020-04-06,4,28956.0
G810 Colleges & Universities,Apollo Education Group Inc,University Of Phoenix,University Of Phoenix : Online,Online But Not On Your Own 10,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22857667&mtid=1&ff=1,41566070.0,22857667,Non-Attributed Creative=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY,2020-05-06,4,28956.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,T-Mobile,T-Mobile : Consumer Wireless Service,A. Anderson: Tax and Fees Included,,,"Anthony Anderson is featured. A. Anderson Hey mama what's up?"" His mom states she is confused about the price of her phone bill. Anthony states she is on T-Mobile where taxes and fees are included. M-Annc states with T-Mobile taxes and fees are included and switch your family get four lines unlimited just $35/line. Text:[On our nationwide network] [Check it out at] T-Mobile.com/4for35""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22911980&mtid=1&ff=1,41686095.0,22911980,Celebrity=Y|Spokesperson=Y|Price Point=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY,2020-05-19,4,28956.0
"V133 Hospitals, Clinics & Medical Centers",St Jude Childrens Research Hospital Inc,St Jude Childrens Research Hospital,St Jude Childrens Research Hospital : Hospital,Together Nothing Is Impossible,Finding Cures. Saving Children,,"Mother with her baby is featured along with text. Text: [In 1962 it was considered] [impossible to treat] [cancer children] M-Annc They said it couldn't be done."" He states that they said it was impossible. Text: [St. Jude founder] [Danny Thomas] [wanted that] [to change] [for all children.] M-Annc states to offer help to all the children of the world regardless of race creed or economic status. Text: [Today St. Jude research] [is saving children] [everywhere] Many St. Jude Parents are featured sharing their experience. Text: [Peter] [LaChakra] [Stephanie] [Together nothing is impossible] stjude.org""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22758166&mtid=1&ff=1,41359226.0,22758166,Spokesperson=Y|Testimonial=Y|,2020-05-25,60,* NATIONAL,BIG BANG THEORY,2020-04-17,1,28954.0
B313 Foreign & U.S. Government,Us Govt,US Census Bureau,US Census Bureau : US Government,Census 2020 893,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22769599&mtid=1&ff=1,41376348.0,22769599,Non-Attributed Creative=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY,2020-04-15,2,28954.0
"B192 Financial, Corporate Promotion/Sponsorship",Wells Fargo & Co,Wells Fargo,Wells Fargo & Co : Corporate Promotion,Need Help Like Never Before,,,"Hands are featured. M-Annc Right now our communities need help like never before."" He states and Wells Fargo employees are finding ways to do their part. By helping people staying at homes to mortgage payments relief... Helping local businesses in their vital role in the American economy and helping hundreds of local organization provide food and other critical needs. When you need them Wells Fargo is here to help. wellsfargo.com/heretohelp""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22817206&mtid=1&ff=1,41483505.0,22817206,COVID19 Related=Y|,2020-05-04,30,* NATIONAL,BIG BANG THEORY,2020-04-26,2,28954.0
V172 Exterminators,Rollins Inc,Orkin Exterminators,Orkin Exterminators,Sign Up for Mosquito Service,,,"Three boys are featured running through a garden. Text: [The Bavis boys are not fleeing a swam of blood-hungry mosquitoes] [Home is where the bugs aren't] M-Annc Sign up for mosquito service today and we'll give $25 to be American RedCross."" Text: [Call 800-GO-ORKIN or visit GoOrkin.com] [Use code RedCross and we'll donate $25]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22819424&mtid=1&ff=1,41485164.0,22819424,COVID19 Related=Y|,2020-05-18,30,* NATIONAL,BIG BANG THEORY,2020-04-27,2,28954.0
"B651 Advertising, Marketing & Printing Svcs",Alphabet Inc,Google,Google Inc : Corporate Promotion,Making Teach from Home Easy,,,"Text are featured with text typed in a search bar. Woman Four plus one is?"" Different searched text related to tools and tips to teach from home are featured along with parents teachers and children. Text: [More than ever before people are searching] [Thank you teachers.] [No really. Like thank you times infinity.] [We're supporting teachers and families] [with tools and tips for teaching from home.] g.co/teachfromhome""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22844490&mtid=1&ff=1,41537650.0,22844490,Corporate Image=Y|COVID19 Related=Y|,2020-05-04,60,* NATIONAL,BIG BANG THEORY,2020-05-03,1,28954.0
"T118 Light Trucks, Asian Factory: Sls&Lsg",Hyundai Corp,Hyundai,Hyundai Tucson : Asian Crossover Utility Vehicle,Best Deals and Safety Options for All,,,"A Hyundai vehicle is featured driven. M-Annc For Hyundai and it's dealers the health and safety of our local communities have always come first."" He mentions that right now we are all safer at home. He mentions that if you need a vehicle you have options to shop online and their participating dealer will deliver it right to you. Text: [Hyundai Home Delivery] He mentions that to ease the financial strain you'll make no payments for 4 months. Text: [No Payments For 4 Months] [For Well-Qualified Buyers] He mentions that together we can create a safer better car buying experience. He mentions to get 0% APR for up to 84 months on the 2020 Tucson and make no payments for 4 months. Text: [Complimentary Maintenance] HyundaiUSA.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22847846&mtid=1&ff=1,41546389.0,22847846,Price Point=Y|COVID19 Related=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-05-05,2,28954.0
F611 Regular Beer & Ale,Boston Beer Co,Twisted Tea,Twisted Tea : Malt Beverage,Unwind With A Twist 37,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22850757&mtid=1&ff=1,41551335.0,22850757,Non-Attributed Creative=Y|,2020-05-18,30,* NATIONAL,BIG BANG THEORY,2020-05-04,2,28954.0
V129 Business Services NEC,Paycom,Paycom,Paycom HR : Business Services,Service Overview 17,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22867581&mtid=1&ff=1,41588816.0,22867581,Non-Attributed Creative=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY,2020-05-08,2,28954.0
H122 Mattresses & Box Springs,Tempur Sealy Intl Inc,Tempur-Pedic,Tempur-Pedic : Mattresses,Summer Of Sleep 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22882322&mtid=1&ff=1,41619368.0,22882322,Non-Attributed Creative=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-05-12,2,28954.0
D563 Prescription Allergy & Respiratory Disorder Medications,Glaxosmithkline Plc,GlaxoSmithKline,Trelegy Ellipta : COPD Rx,Power of 1-2-3/Covid Related,,M-Annc states people to ask their doctor about once daily Trelegy. They knows times are hard and they are here for the people. Website featured TRELEGY.com,"A man is featured. Man I wanted more from my COPD medicine."" He states that's why he got the power of 1-2-3 medicines with Trelegy. He adds it's only FDA approved COPD treatment. It works 3 ways such as open airway keep airways open and reduce inflammation for 24 hours and better breathing. M-Annc notes Trelegy is not for asthma he adds to tell doctors if there is any prevalent heart condition or high blood pressure before taking it. One should not take over prescribed medication.It may increase risk of thrust pneumonia and osteoporosis. F-Annc adds to save at Trelegy.com 1-833-873-1333""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22902246&mtid=1&ff=1,41664843.0,22902246,COVID19 Related=Y|,2020-05-18,60,* NATIONAL,BIG BANG THEORY,2020-05-18,1,28954.0
B532 Computer Software (Excl Games & Educ),Headspace Inc,Headspace,Headspace : Online,Free Content 3,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22905651&mtid=1&ff=1,41673430.0,22905651,Non-Attributed Creative=Y|,2020-05-18,30,* NATIONAL,BIG BANG THEORY,2020-05-18,2,28954.0
B649 Television & Cable TV: Comb Copy & NEC,AT&T Inc,HBO,HBO Max : OTT Streaming,I Could Be with Him,,,"A city view is featured along with text. F-Annc I don't know if i could be with him"" She mentions should i just bail. No you're playing the long game eyes on the prize.Text: [FROM THE EXECUTIVE PRODUCERS OF] [BRIDESMAIDS] [TRANSPARENT] [RAMY] Scenes of Love Life are featured. They mention is it always that hard. Text: [LOVE] [LIFE] [NEW SERIES] [STREAMING MAY 27]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22909045&mtid=1&ff=1,41681314.0,22909045,,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-05-18,2,28954.0
V377 Bedding Stores/Sleep Centers,SELECT COMFORT CORP,Sleep Number,Sleep Number Store,Memorial Day Sale 19,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22922667&mtid=1&ff=1,41704795.0,22922667,Non-Attributed Creative=Y|,2020-05-18,30,* NATIONAL,BIG BANG THEORY,2020-05-21,2,28954.0
"B670 Internet Commun,Cntnt Prvdrs,Prtls,Engns",Facebook Inc,Facebook,Facebook Messenger : Mobile App,Share A Link 25,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22926146&mtid=1&ff=1,41710642.0,22926146,Non-Attributed Creative=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-05-20,2,28954.0
G321 Quick Serve Restaurants,Panda Restaurant Group Inc,Panda Express Restaurant,Panda Express Restaurant : General Promotion - QSR,Hot off the Wok,WOK ON,,"A chef is featured sharpening and cleaning his cooking equipments. He is featured preparing the dish. F-Annc New Tender Black Pepper Angus Steak."" Hot off the wok and ready for delivery. Text: [Order online at] PandaExpress.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22932129&mtid=1&ff=1,41723520.0,22932129,New Product=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-05-24,2,28954.0
F733 Tequila,Proximo Spirits Inc,1800,1800 : Tequila,Choose the Best,THE BEST TASTE IN TEQUILA,,"A man is featured looking at hills. M-Annc What does it take to make the world's most awarded tequila?"" He states that it takes passion and dedication down to every drop. He states it is more than just harvesting the finest blue agave. He states it is using the 200 year old recipe recognized by tequila experts with best in its class year over year. He states that when you choose 1800 Tequila you choose taste above all.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22935756&mtid=1&ff=1,41730024.0,22935756,,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-05-25,2,28954.0
D269 Deodorants & Antiperspirants General Promotion,Unilever,Degree,Degree : Various Antiperspirants/Deodorants,Time to Move,It Won't Let You Down.,,"Logo is featured. M-Annc Jump lift skip step."" Text: [PRESENTS] [ACTIVATED WHEN] [YOU MOVE] [KEEP] [MOVING]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22934100&mtid=1&ff=1,41728034.0,22934100,,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-25,3,28922.0
V359 Retailers: Comb Copy & NEC,ETSY INC,Etsy Shop,Etsy Shop : Online,Selection Overview 17,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22867742&mtid=1&ff=1,41589068.0,22867742,Non-Attributed Creative=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-08,4,28655.0
V837 Drug & Toiletry-Direct Response: NEC,Better Rest Solutions,SoClean,SoClean : CPAP Sanitizer DR,"30-Night Risk-Free Trial, Get $50 Rebate 33",,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22816298&mtid=1&ff=1,41477018.0,22816298,Non-Attributed Creative=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY,2020-04-25,1,28575.0
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Kia Motors Corp,Kia,KIA : General Promotion - Asian Autos & Trucks,It's Helping Customers with Great Deals,GIVE IT EVERYTHING,,"Text is featured. Text: [KIA'S ACCELERATE THE GOOD PROGRAM] M-Annc ...We're pushing payments way down the road for new buyers."" He states helping current owners keep the car they have and providing other customer care programs.Text: [120 DAYS] [UNTIL FIRST PAYMENTS] [FOR ALL OF AMERICA] [PLUS] [0% APR] [FOR 75 MONTHS] [FOR WELL-QUALIFIED BUYERS]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22787954&mtid=1&ff=1,41416091.0,22787954,Price Point=Y|COVID19 Related=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-16,4,28277.0
V837 Drug & Toiletry-Direct Response: NEC,Tivity Health Inc,Nutrisystem,Nutrisystem Inc : Weight Loss Program DR,Get It Delivered to Your Door/959-SIZE,,Phone number has changed to 888-959-SIZE.,"Many image of food and people are featured along with a tag website and phone number. M-Annc People across America trust Nutrisystem."" He states because they deliver your favorite foods made healthier right to your door. It's convenient home delivery of delicious meals snacks to help you stay healthy. They are here for you now save 50% on a month of meal deliver to your door and shipping is free. Text: [PROBIOTIC SHAKES] [SUPPORT] [IMMUNITY] [free] Go online or call their number. Text: [FREE] [SHAKES] [FREE SHIPPING] 888-977-THIN. nutrisystem.com/50""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22741005&mtid=1&ff=1,41317814.0,22741005,Direct Response=Y|Sale=Y|Free Shipping=Y|Gift with Purchase=Y|,2020-05-04,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-07,4,28038.0
"H411 Dishwasher Detergent, Powder & Tablet",Reckitt Benckiser Plc,Finish,Finish Quantum : Tablet Dishwasher Detergent,Switch And Save,,,"A man is featured washing a dish. M-Annc We've all become used to pre rinsing our dishes."" He states that but everytime you pre rinse you waste up to 20 gallons of water. He introduces Finish Quantum with new Activblu technology designed to remove dried on food without pre rinsing and still getting dishes clean. Together you can save America 150 billion gallons of water in just one year. #SkipTheRinse""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22666832&mtid=1&ff=1,41152221.0,22666832,Hashtag=Y|New Product=Y|,2020-05-18,30,* NATIONAL,MODERN FAMILY,2020-03-17,3,27635.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,Sprint,Sprint Wireless Service : Consumer Wireless Service,Enjoying Unlimited Plans/ iPhone,,M-Annc now states they are including 4 amazing iPhone 11 when you trade an iPhone 6 in new or any condition.,"Tag is featured. M-Annc Switch to Sprint and get four lines of unlimited for just a $100 a month."" He states they are providing 4 Samsung Galaxy phones on them. And now Sprint customers can enjoy expanded roaming access on the T-Mobile network. Text: [with Sprint Flex lease] [SAMSUNG] [Galaxy S10+] [Shop] 800-SPRINT-1 sprint.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22860569&mtid=1&ff=1,41572485.0,22860569,Co-Op=Y|Price Point=Y|Phone: iPhone=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-06,4,27598.0
H532 Pre-Recorded Video,AT&T Inc,Scoob!,Scoob! : Video,Available for Instant Watch/Audio & Visuals,,Now M-Annc mentions that Scoob is available to watch now. Some visuals are changed.,"Visuals from the movie Scoob is featured. Man It's happening."" M-Annc mentions that the new movie Scoob is now available and you can watch instantly. He mentions that Scoob is rated PG and available to watch instantly.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22896078&mtid=1&ff=1,41653039.0,22896078,,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-15,4,27598.0
"T118 Light Trucks, Asian Factory: Sls&Lsg",Honda Motor Co Ltd,Acura,Acura RDX Leasing : Asian Crossover Utility Vehicle,Get More Boost,PRECISION CRAFTED PERFORMANCE,,"An interior of manufacture is featured. Text: [LESS GRAVITY.] [MORE BOOST.] [THE TURBOCHARGED RDX.] [LESS TALK.] [MORE DRIVE.] M-Annc Owner of select competitive vehicles can lease a 2020 Acura RDX for $379 a month."" For 36 months and $2799 due at signing. Visit your Acura dealer today. acura.com/RDX""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22846479&mtid=1&ff=1,41544301.0,22846479,Price Point=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-04,2,27596.0
F521 Chewing Gums,Mars Inc,Wrigleys,Wrigleys Extra : Sugar Free Gum,Say Thank You,,,"A woman is featured along with logo and text. Text: [Extra] [DEDICATIONS] Woman Hey I'd like to dedicate a song to my mom...."" She states that her mother is in her business and has been working all hours of the day to make sure grocery stores doctors' offices and any other open businesses stay sanitized. She states that her mother is always working and having fun and always bringing smile to people's faces. She states that she loves her mom and thanks her for everything she does. Text: [SAY IT WITH MUSIC] [SHARE YOUR SONG DEDICATION] [TO THOSE GIVING MORE.] [CALL] [AND] Logos are featured. 1-844-GIV-EXTRA""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22848288&mtid=1&ff=1,41547263.0,22848288,COVID19 Related=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-04,2,27596.0
V598 Discount Department Stores Corporate Promotion/Sponsorship,Target Corp,Target,Target Stores Inc : Corporate Promotion,Congratulations to All Graduates,,,Music & Text Only-No Words Spoken. Image of a girl is featured sitting along with a red screen within a bifurcated screen. Text: [We're so proud of] [all you've done] [We know you'll go] [even higher] [Congrats to all our] [team member grads],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22902339&mtid=1&ff=1,41664878.0,22902339,Corporate Image=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-16,2,27596.0
"V362 Video Rental, CD, Tape & Record Stores",Amazon.com Inc,Amazon,Amazon Music : Online,Listen to Your Favorite Songs,,,"Text is featured. M-Annc Alexa play new Lady Gaga on Amazon Music."" Text : [A VOICE IS ALL YOU NEED] [START YOUR 3-MONTH FREE TRIAL].""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22928645&mtid=1&ff=1,41714645.0,22928645,Mobile Apps=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-22,2,27596.0
H423 Bleach & Fabric Softeners,Procter & Gamble Co,Downy,Downy WrinkleGuard : Various Fabric Softeners,Prevent Wrinkle Lines,,,"An old woman is picking up box from shelves is featured. Man What's going on?"" M-Annc states wrinkles seems wrong message. He states help prevent them with Downy WrinkleGuard.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22548641&mtid=1&ff=1,40908478.0,22548641,,2020-04-13,15,* NATIONAL,BIG BANG THEORY,2020-04-17,1,27300.0
V457 General-Department Store NEC,Macys Inc,Macys,Macys : General NEC,Gifts for Mother's Day,,,"A family is featured sitting in a sofa amidst a room along with a blue tab and a Macy's box. Woman Happy Mother's Day."" F-Annc states that at Macy's they know that the times like these small things can make a big difference. So they are extending the special offers of an extra 30% off the gifts you love to give. Text: [25% 10% OFF SELECT DEPTS.] [CODE: FOR YOU] MACYS.COM macys.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22821964&mtid=1&ff=1,41491062.0,22821964,Sale=Y|Holiday: Mother's Day=Y|COVID19 Related=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY,2020-04-27,1,27300.0
